Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Pash S,1,first_serve,Serve,Flat,81.017197,23,4,1,deep,deuce,far,-1.43294,19.519981,deep,deuce,near,0.971255,-0.523754,2.686488,down the T,Out,false,18:55:39,862.690002
Opponent,1,none,Backhand,Slice,39.274483,23,4,1,short,deuce,far,-1.914758,16.983145,deep,deuce,far,-2.357913,24.107561,0.947891,inside out,Net,false,18:55:40,863.73999
Pash S,1,first_serve,Serve,Flat,39.776855,23,4,1,short,deuce,far,-0.636017,12.111128,deep,deuce,near,0.761311,0.174015,2.773354,down the T,In,false,18:55:46,869.330017
Opponent,2,first_return,Backhand,Flat,35.271553,23,4,1,deep,deuce,near,0.692315,1.351678,deep,deuce,far,-1.525015,22.33576,1.018044,inside out,In,false,18:55:47,870.859985
Pash S,3,serve_plus_one,Forehand,Flat,47.050133,23,4,1,deep,ad,far,1.639739,18.596231,out,deuce,near,0.499401,-1.146922,1.230102,down the line,In,false,18:55:49,872.76001
Opponent,4,return_plus_one,Backhand,Topspin,53.987286,23,4,1,deep,ad,near,-2.603122,3.337409,out,ad,far,1.908748,25.345572,0.8177,cross court,In,false,18:55:51,874.349976
Pash S,5,in_play,Backhand,Flat,44.178848,23,4,1,deep,deuce,far,-1.08992,18.318195,out,ad,near,-2.805992,-1.486022,0.901842,down the line,In,false,18:55:52,875.869995
Opponent,6,in_play,Forehand,Flat,54.249985,23,4,1,out,deuce_alley,near,4.270711,-1.136285,out,deuce,far,-0.593329,25.563623,1.087855,down the line,Out,false,18:55:54,877.599976
Pash S,0,none,Feed,Flat,19.918634,24,5,1,short,ad,far,1.88354,14.276352,deep,deuce,near,2.83251,2.191265,1.261093,---,In,false,18:56:03,887.059998
Opponent,1,first_serve,Serve,Flat,62.922188,24,5,1,deep,deuce,near,0.905104,5.146159,deep,deuce,far,-1.318933,23.653868,2.658568,down the T,Out,false,18:56:24,908.22998
Pash S,2,none,Backhand,Topspin,47.619484,24,5,1,deep,deuce,far,-0.078167,21.069962,out,deuce,near,1.311029,-1.087459,1.1105,inside out,In,false,18:56:26,909.330017
Opponent,1,first_serve,Serve,Flat,52.000896,24,5,1,short,ad,near,-0.302294,6.296224,deep,deuce,far,-0.92575,23.583879,2.513075,down the T,Out,false,18:56:33,916.960022
Pash S,2,first_return,Backhand,Slice,36.196079,24,5,1,short,deuce,far,-2.346584,17.500067,deep,ad,near,-0.369292,0.514085,0.481363,down the line,In,false,18:56:35,918.469971
Opponent,1,first_serve,Serve,Slice,43.119221,25,5,1,short,deuce,far,-0.710656,17.422789,deep,ad,far,1.35276,22.795938,2.606546,down the T,Net,false,18:56:53,936.429993
Opponent,1,first_serve,Serve,Flat,37.577591,25,5,1,short,ad,near,-0.917573,7.016758,deep,ad,far,1.061061,22.77153,2.4577,down the T,In,false,18:56:59,942.72998
Pash S,2,first_return,Forehand,Topspin,45.786163,25,5,1,deep,deuce_alley,far,-4.152829,18.392715,deep,ad,near,-1.182711,-0.246635,1.030228,inside in,Out,false,18:57:01,944.27002
Opponent,1,first_serve,Serve,Slice,51.977188,26,5,1,deep,deuce,near,2.110559,4.205088,deep,deuce,far,-1.390508,23.469067,2.739403,down the T,Out,false,18:57:22,966.169983
Pash S,1,none,Forehand,Flat,36.865398,26,5,1,deep,ad,far,1.801377,20.164051,deep,deuce,near,2.894717,-0.234957,1.273368,down the line,In,false,18:57:24,967.460022
Opponent,1,first_serve,Serve,Slice,49.627861,26,5,1,short,deuce,near,1.70348,5.536178,deep,deuce,far,-1.404852,23.583879,2.510977,down the T,In,false,18:57:32,975.76001
Pash S,2,first_return,Forehand,Topspin,37.050842,26,5,1,deep,ad,far,0.012044,19.421162,deep,deuce,near,2.444234,0.934592,1.119859,down the line,In,false,18:57:33,977.200012
Opponent,3,serve_plus_one,Forehand,Topspin,43.72456,26,5,1,deep,deuce_alley,near,4.120833,0.002052,deep,deuce,far,-0.052295,19.880013,1.896139,down the line,Out,false,18:57:35,979.099976
Pash S,5,none,Feed,Flat,25.114799,26,5,1,short,ad,near,-0.966828,5.963419,deep,deuce,near,2.945369,0.182765,1.123968,---,Net,false,18:57:43,986.460022
Opponent,1,first_serve,Serve,Slice,57.349442,27,5,1,short,ad,near,-2.165199,8.46253,deep,ad,far,1.139534,24.200672,2.618528,out wide,In,false,18:58:02,1005.359985
Pash S,2,first_return,Backhand,Slice,30.135023,27,5,1,short,deuce,near,1.335748,10.898577,deep,ad,near,-3.767434,-0.371366,0.907884,down the line,Net,false,18:58:03,1006.659973
Opponent,1,first_serve,Serve,Slice,56.084301,28,5,1,deep,deuce,near,0.717899,5.423177,deep,deuce,far,-0.731692,23.998575,2.718259,down the T,Out,false,18:58:25,1028.969971
Pash S,1,none,Backhand,Flat,34.987358,28,5,1,deep,ad,far,0.958549,21.254227,out,deuce,near,0.942231,-1.23464,1.394037,inside in,In,false,18:58:26,1030.119995
Opponent,1,first_serve,Serve,Slice,45.065899,28,5,1,short,deuce,near,2.404846,6.191095,deep,deuce,far,-1.225887,24.355663,2.665353,out wide,In,false,18:58:34,1037.48999
Pash S,2,first_return,Forehand,Topspin,49.313423,28,5,1,deep,deuce,far,-1.036088,22.362541,deep,deuce,near,3.541982,0.113314,0.848457,cross court,In,false,18:58:35,1039.030029
Opponent,3,serve_plus_one,Forehand,Topspin,43.982639,28,5,1,short,ad,near,-1.182385,7.378628,deep,deuce,far,-1.357892,23.766489,1.241829,down the line,In,false,18:58:37,1040.579956
Pash S,4,return_plus_one,Backhand,Flat,37.623829,28,5,1,short,deuce,far,-2.620803,17.782305,deep,ad,near,-1.376032,0.99557,0.722021,down the line,In,false,18:58:38,1042.130005
Opponent,5,in_play,Forehand,Slice,34.728542,28,5,1,deep,ad,near,-0.487135,4.934335,deep,deuce,far,-2.942854,23.755953,0.695712,down the line,In,false,18:58:40,1043.810059
Pash S,6,in_play,Forehand,Topspin,45.368206,28,5,1,deep,deuce,far,-1.234859,22.66847,deep,deuce,near,0.286546,0.160835,1.103514,cross court,In,false,18:58:42,1045.77002
Opponent,7,in_play,Forehand,Topspin,26.996931,28,5,1,deep,deuce,far,-0.138744,21.074295,out,deuce,far,-1.105518,25.150372,1.063157,cross court,Net,false,18:58:43,1047.180054
Opponent,1,first_serve,Serve,Flat,56.025642,29,5,1,short,ad,near,-4.026509,7.035362,deep,ad,far,1.475051,23.999432,2.502839,out wide,In,false,18:59:34,1097.969971
Pash S,2,first_return,Backhand,Topspin,33.620907,29,5,1,deep,deuce,far,-2.816453,18.366411,deep,ad_alley,near,-4.854199,0.343224,0.975293,down the line,In,false,18:59:36,1099.469971
Opponent,3,serve_plus_one,Forehand,Topspin,47.72794,29,5,1,short,ad,near,-1.94751,7.916448,deep,deuce,far,-2.133982,23.653215,1.046286,down the line,In,false,18:59:38,1101.670044
Pash S,4,return_plus_one,Backhand,Slice,35.982918,29,5,1,deep,ad,far,0.933121,21.340919,deep,ad,near,-1.279234,0.478422,0.616506,cross court,In,false,18:59:39,1103.069946
Opponent,5,in_play,Backhand,Topspin,35.731487,29,5,1,deep,ad,near,-1.667632,2.656478,deep,ad,far,0.906018,22.054758,1.056183,cross court,In,false,18:59:42,1105.359985
Pash S,6,in_play,Backhand,Flat,41.495037,29,5,1,short,deuce,far,-1.251561,15.240355,out,ad,near,-1.807696,-2.062235,1.499595,down the line,In,false,18:59:43,1107.089966
Opponent,7,in_play,Forehand,Slice,32.713196,29,5,1,short,ad,near,-2.869743,7.621609,deep,deuce,far,-0.877365,22.863081,0.730309,down the line,In,false,18:59:46,1109.400024
Pash S,8,in_play,Backhand,Topspin,40.44231,29,5,1,deep,ad,far,3.951738,23.512602,deep,ad,near,-2.022568,1.769817,1.175431,cross court,In,false,18:59:48,1111.359985
Opponent,9,in_play,Backhand,Flat,34.062965,29,5,1,deep,deuce,near,3.945421,1.11255,deep,ad,far,3.289301,23.845903,1.189611,down the line,In,false,18:59:50,1113.27002
Pash S,10,in_play,Forehand,Topspin,27.569641,29,5,1,short,ad,near,-1.073998,10.067966,out,deuce,near,3.678234,-2.939325,2.1891,down the line,Net,false,18:59:53,1116.890015
Opponent,1,first_serve,Serve,Slice,52.003361,30,5,1,short,deuce,near,0.558558,6.754149,short,deuce,far,-0.487341,23.632326,2.13763,down the T,In,false,19:00:11,1134.719971
Pash S,2,first_return,Backhand,Slice,37.622654,30,5,1,deep,ad,far,0.03194,21.521671,deep,deuce,near,0.844817,1.292232,1.097568,inside in,In,false,19:00:12,1135.98999
Opponent,3,serve_plus_one,Backhand,Flat,43.067772,30,5,1,deep,deuce,near,0.067119,3.832688,deep,ad,far,0.256608,24.234278,1.13279,down the line,In,false,19:00:14,1137.76001
Pash S,4,return_plus_one,Forehand,Topspin,53.464851,30,5,1,short,ad,far,0.584774,18.248211,out,deuce,near,0.366248,-0.991507,1.091754,down the line,In,false,19:00:16,1139.359985
Opponent,5,in_play,Backhand,Flat,46.930607,30,5,1,deep,ad,near,-2.223865,4.265924,deep,ad,far,1.017154,24.639845,0.622627,cross court,In,false,19:00:17,1140.939941
Pash S,6,in_play,Backhand,Topspin,46.205654,30,5,1,deep,ad,far,0.698422,20.900206,out,ad,near,-2.857007,-0.63996,1.255761,cross court,In,false,19:00:19,1142.609985
Opponent,7,in_play,Forehand,Topspin,51.310806,30,5,1,deep,ad,near,-2.581774,5.484767,deep,ad,far,1.12129,24.665346,1.253493,inside out,In,false,19:00:21,1144.400024
Pash S,8,in_play,Backhand,Slice,34.626453,30,5,1,deep,deuce_out,far,-5.984827,18.800041,deep,ad,near,-2.906085,0.001133,1.141884,down the line,Out,false,19:00:22,1145.810059
Pash S,0,none,Feed,Flat,19.052607,31,5,1,out,ad,far,0.818734,25.042599,short,deuce,near,1.055692,10.218972,1.886135,---,Out,false,19:00:31,1154.920044
Opponent,1,first_serve,Serve,Slice,54.82328,31,5,1,short,ad,near,-0.933647,6.891682,deep,ad,far,0.975841,24.186586,2.624892,down the T,In,false,19:00:39,1162.699951
Pash S,2,first_return,Forehand,Topspin,48.636162,31,5,1,deep,ad,far,0.520809,21.67248,out,ad,near,-1.39661,-1.289237,0.994763,inside out,In,false,19:00:40,1163.97998
Opponent,3,serve_plus_one,Forehand,Topspin,48.571564,31,5,1,deep,deuce,near,2.030046,2.561869,deep,ad,far,0.97957,24.449411,1.457037,inside in,In,false,19:00:42,1165.52002
Pash S,4,return_plus_one,Forehand,Topspin,52.381344,31,5,1,deep,deuce_alley,far,-4.417534,22.780304,out,deuce,near,2.04153,-0.64292,1.123904,down the line,Out,false,19:00:43,1166.849976
Opponent,5,in_play,Forehand,Slice,37.726738,31,5,1,out,deuce,near,1.535433,-1.734511,deep,deuce,far,-0.158217,24.973707,0.956544,cross court,Out,false,19:00:45,1168.699951
Pash S,6,none,Feed,Topspin,21.650688,31,5,1,short,deuce,far,-0.136825,15.898712,deep,deuce,near,0.842517,3.624365,0.885815,---,In,false,19:00:49,1172.76001
Opponent,1,first_serve,Serve,Slice,30.539154,32,5,1,short,deuce,near,1.895168,7.093643,deep,deuce,far,-2.059243,23.62875,2.547759,down the T,In,false,19:00:57,1180.810059
Pash S,2,first_return,Forehand,Flat,53.65593,32,5,1,short,deuce,far,-0.790556,18.254705,out,deuce_alley,near,4.339832,-1.16561,0.851231,down the line,In,false,19:00:59,1182.670044
Opponent,3,serve_plus_one,Forehand,Topspin,57.234837,32,5,1,deep,deuce_alley,near,4.152464,1.371083,out,deuce,far,-2.651342,26.306627,0.639589,down the line,Out,false,19:01:00,1184.170044
Pash S,4,return_plus_one,Forehand,Slice,45.731384,32,5,1,deep,ad,far,0.67974,19.929209,out,deuce_alley,near,4.402577,-1.27599,0.856638,down the line,In,false,19:01:02,1185.75
Opponent,5,in_play,Forehand,Flat,65.481926,32,5,1,deep,ad,near,-1.276481,5.45446,out,ad,far,0.224936,25.734491,1.079757,inside out,In,false,19:01:04,1187.609985
Pash S,6,in_play,Backhand,Flat,36.826279,32,5,1,deep,deuce,far,-0.456387,20.797606,out,ad,near,-1.216001,-0.677631,0.736203,down the line,In,false,19:01:05,1188.810059
Opponent,7,in_play,Forehand,Topspin,44.820839,32,5,1,deep,deuce_alley,near,5.02709,5.476971,deep,deuce,far,-0.802337,24.063532,1.07945,down the line,Out,false,19:01:07,1190.97998
Pash S,7,none,Feed,Flat,24.248772,32,5,1,deep,ad,far,1.758305,20.039932,short,deuce,near,3.593248,11.206514,2.773677,---,In,false,19:01:17,1201.069946
Opponent,1,first_serve,Serve,Slice,58.452545,33,5,1,short,deuce,far,-1.095844,11.914907,deep,ad,far,1.333092,23.626816,2.738612,down the T,Net,false,19:01:29,1212.410034
Opponent,1,first_serve,Serve,Flat,50.289341,33,5,1,short,ad,near,-2.556014,6.599416,deep,ad,far,1.101045,24.760199,2.5154,out wide,In,false,19:01:35,1219.069946
Pash S,2,first_return,Forehand,Topspin,54.27594,33,5,1,deep,ad,far,3.776214,19.113609,out,ad_alley,near,-4.222778,-1.233346,1.141105,inside in,In,false,19:01:37,1220.48999
Opponent,3,serve_plus_one,Backhand,Flat,29.731915,33,5,1,deep,deuce,near,1.592883,5.146775,deep,ad_alley,far,5.402562,23.50617,1.351941,down the line,In,false,19:01:38,1221.920044
Pash S,4,return_plus_one,Forehand,Topspin,75.18177,33,5,1,short,deuce,far,-0.849157,15.300537,deep,deuce,near,0.867764,0.522813,1.587291,cross court,In,false,19:01:41,1224.939941
Pash S,5,none,Feed,Topspin,23.18189,33,5,1,deep,deuce,far,-2.31942,18.535294,short,ad,near,-2.215786,7.440464,1.789736,---,In,false,19:01:49,1232.47998
Opponent,1,first_serve,Serve,Slice,34.899555,34,5,1,deep,deuce,near,2.331521,4.77549,deep,deuce,far,-1.322987,23.592459,2.578769,down the T,Out,false,19:02:02,1245.459961
Pash S,1,none,Forehand,Topspin,42.510044,34,5,1,deep,ad,far,3.63235,23.65799,out,deuce,near,3.391881,-1.126764,1.098817,down the line,In,false,19:02:03,1247.130005
Opponent,1,first_serve,Serve,Slice,40.808384,34,5,1,short,deuce,near,1.824404,6.805663,deep,deuce,far,-1.855201,24.012295,2.652788,down the T,In,false,19:02:11,1254.26001
Pash S,2,first_return,Forehand,Topspin,50.48135,34,5,1,deep,deuce,far,-0.114296,21.401083,deep,deuce,near,2.279124,-0.050893,1.023961,cross court,In,false,19:02:12,1255.910034
Opponent,3,serve_plus_one,Forehand,Topspin,40.839558,34,5,1,deep,deuce,near,0.041993,4.976905,deep,deuce,far,-0.229363,24.171309,0.929625,cross court,In,false,19:02:14,1257.380005
Pash S,4,return_plus_one,Forehand,Topspin,54.971451,34,5,1,deep,deuce,far,-1.457206,18.965723,out,ad,near,-0.100768,-0.815104,1.276391,inside in,In,false,19:02:15,1259.140015
Opponent,5,in_play,Forehand,Topspin,41.505501,34,5,1,short,ad,near,-2.490572,6.51748,deep,deuce,far,-1.643685,24.686014,0.885632,down the line,In,false,19:02:17,1260.48999
Pash S,6,in_play,Backhand,Slice,41.356277,34,5,1,deep,deuce,far,-0.003335,22.923828,out,ad,near,-3.329386,-0.637765,1.150245,down the line,In,false,19:02:18,1262.22998
Opponent,7,in_play,Forehand,Flat,43.452106,34,5,1,short,ad,near,-0.401769,9.293797,out,ad,far,0.117477,25.096895,0.970514,inside out,In,false,19:02:21,1264.380005
Pash S,8,in_play,Forehand,Slice,25.034359,34,5,1,short,deuce,far,-2.155287,15.417347,deep,ad,near,-0.309978,3.630798,0.359179,inside in,In,false,19:02:22,1265.920044
Opponent,9,in_play,Forehand,Topspin,39.006981,34,5,1,short,ad_alley,near,-4.769067,7.67852,deep,deuce,far,-2.60566,19.694218,0.749591,down the line,Out,false,19:02:24,1268.23999
Pash S,0,none,Feed,Flat,18.186579,35,5,1,short,ad,far,0.44152,17.688261,deep,ad,near,-3.324311,0.001337,0.92302,---,In,false,19:02:38,1281.650024
Opponent,1,first_serve,Serve,Slice,58.235565,35,5,1,short,ad_alley,near,-4.487549,7.30306,deep,ad,far,1.419299,23.511019,2.555227,out wide,Out,false,19:02:52,1296.079956
Pash S,2,none,Backhand,Slice,27.502548,35,5,1,short,deuce_alley,near,4.145046,10.605841,deep,ad_out,near,-5.528068,1.338223,0.824528,down the line,Net,false,19:02:54,1297.26001
Opponent,1,first_serve,Serve,Flat,40.231483,35,5,1,short,ad,near,-1.263374,8.225395,deep,ad,far,1.166938,23.388205,2.656453,down the T,In,false,19:03:01,1304.660034
Pash S,2,first_return,Forehand,Topspin,52.737267,35,5,1,short,deuce,far,-0.696213,17.76409,deep,ad,near,-2.053868,0.675966,0.967627,inside in,In,false,19:03:02,1306.189941
Opponent,3,serve_plus_one,Forehand,Flat,45.273319,35,5,1,deep,deuce,near,1.527846,5.469779,out,deuce,far,-0.205072,25.601034,0.683362,cross court,In,false,19:03:04,1307.48999
Pash S,4,return_plus_one,Forehand,Topspin,48.428551,35,5,1,short,deuce,far,-2.288795,17.293732,deep,deuce,near,1.688596,-0.300424,0.895947,cross court,In,false,19:03:05,1308.98999
Opponent,5,in_play,Forehand,Topspin,48.290115,35,5,1,deep,deuce,near,3.272346,1.156932,out,deuce_alley,far,-4.219985,25.909956,0.831962,down the line,In,false,19:03:07,1310.530029
Pash S,6,in_play,Forehand,Topspin,39.784927,35,5,1,deep,deuce,far,-1.60994,22.539513,deep,deuce,near,3.732631,0.077341,0.834439,cross court,In,false,19:03:08,1311.829956
Opponent,7,in_play,Backhand,Topspin,38.711121,35,5,1,deep,ad,near,-1.980555,2.678521,deep,deuce,far,-1.908929,24.602373,1.10769,inside in,In,false,19:03:10,1313.310059
Pash S,8,in_play,Backhand,Topspin,41.239315,35,5,1,short,ad,far,0.279619,16.860144,out,ad,near,-1.645366,-0.635375,0.83313,cross court,In,false,19:03:12,1315.300049
Opponent,9,in_play,Backhand,Flat,45.749016,35,5,1,short,deuce,near,2.025865,6.368216,deep,ad,far,1.303943,24.267405,0.740382,down the line,In,false,19:03:13,1317.069946
Pash S,10,in_play,Forehand,Slice,36.190521,35,5,1,deep,deuce,far,-2.932814,19.163048,deep,deuce,near,2.295011,0.792858,0.428473,cross court,In,false,19:03:15,1318.540039
Opponent,11,in_play,Forehand,Topspin,46.732819,35,5,1,deep,deuce,near,2.334183,5.054535,out,deuce_alley,far,-4.363822,25.22595,0.824285,down the line,In,false,19:03:17,1320.48999
Pash S,12,in_play,Forehand,Topspin,37.465141,35,5,1,short,ad,near,-1.808622,5.625414,deep,deuce,near,3.220268,-0.492175,1.133266,down the line,Net,false,19:03:18,1322.01001
Opponent,0,none,BH Volley,Flat,19.918634,36,6,1,short,center_line,near,0,6.82876,deep,ad_alley,far,4.148491,23.087107,0.615875,down the line,In,false,19:03:25,1328.380005
Pash S,1,first_serve,Serve,Flat,66.352364,36,6,1,deep,deuce,near,3.025319,5.260843,deep,deuce,far,-1.380616,22.8524,2.700083,out wide,Out,false,19:04:34,1398.099976
Opponent,2,none,Forehand,Slice,44.775173,36,6,1,short,deuce,near,3.114536,9.716682,deep,deuce,near,4.086287,0.301938,1.037401,cross court,Net,false,19:04:35,1399.160034
Pash S,1,first_serve,Serve,Flat,47.934994,36,6,1,short,deuce,near,2.589975,8.947608,out,deuce,far,-1.629972,23.17816,2.685863,out wide,In,false,19:04:41,1405.119995
Opponent,2,first_return,Forehand,Slice,50.351536,36,6,1,short,ad,far,1.483746,12.990369,deep,deuce_alley,near,4.626406,0.305262,0.515136,down the line,In,false,19:04:43,1406.569946
Pash S,3,serve_plus_one,Backhand,Slice,32.272636,36,6,1,deep,ad,near,-1.86968,4.156446,deep,ad,far,1.033162,19.652353,0.951794,cross court,In,false,19:04:45,1408.469971
Opponent,4,return_plus_one,Backhand,Topspin,47.801735,36,6,1,short,deuce,far,-0.572698,14.386261,out,ad,near,-1.982245,-0.714392,0.658042,down the line,In,false,19:04:46,1410.160034
Pash S,5,in_play,FH Volley,Flat,20.784662,36,6,1,deep,ad,near,-0.060565,4.832604,short,deuce,far,-0.572698,15.595049,2.58119,down the line,In,false,19:04:47,1410.97998
Opponent,6,in_play,Forehand,Topspin,49.736919,36,6,1,deep,ad,far,3.919762,23.642389,out,ad,near,-0.529511,-1.267626,1.246295,inside out,In,false,19:04:49,1412.359985
Pash S,1,first_serve,Serve,Slice,66.440735,37,6,1,deep,ad,near,-2.167514,4.0869,deep,ad,far,-0.190679,23.684401,2.352822,down the T,Out,false,19:05:18,1441.319946
Opponent,1,none,Forehand,Slice,35.555744,37,6,1,short,deuce_alley,near,5.457408,11.798347,out,ad,near,-2.741199,-1.326283,0.908064,inside in,Net,false,19:05:19,1442.310059
Pash S,1,first_serve,Serve,Slice,52.109188,37,6,1,deep,ad,near,-1.027668,5.419971,deep,ad,far,0.933851,23.751616,2.35148,down the T,Out,false,19:05:29,1452.300049
Opponent,2,first_return,Forehand,Flat,35.153439,37,6,1,short,deuce,far,-0.396562,18.169281,deep,ad,near,-1.89412,-0.462691,1.193721,inside in,In,false,19:05:30,1453.599976
Pash S,3,serve_plus_one,Forehand,Topspin,49.90831,37,6,1,short,deuce,near,3.636344,6.125843,deep,deuce,far,-0.650624,23.857525,0.944364,cross court,In,false,19:05:32,1455.5
Opponent,0,none,Feed,Flat,20.564095,38,6,1,deep,deuce,near,1.254046,3.03811,deep,deuce,near,2.352155,1.468433,1.076423,---,Net,false,19:05:39,1462.72998
Opponent,1,none,Feed,Flat,17.320551,38,6,1,deep,deuce,far,-2.09542,18.42798,deep,deuce,near,0.43911,3.147127,2.231402,---,In,false,19:05:41,1464.530029
Pash S,1,first_serve,Serve,Flat,72.105568,38,6,1,deep,deuce,near,1.557321,4.817282,deep,deuce,far,-1.505514,24.356169,2.604091,down the T,Out,false,19:05:50,1473.670044
Opponent,3,none,Backhand,Topspin,30.225996,38,6,1,short,deuce,far,-0.966225,16.167931,deep,deuce,near,2.467551,-0.101274,0.75192,inside out,In,false,19:05:51,1474.540039
Pash S,1,first_serve,Serve,Slice,50.363895,38,6,1,short,ad,far,0.8768,17.348986,deep,deuce,far,-1.493774,24.59683,2.625261,out wide,Net,false,19:06:00,1483.76001
Pash S,1,first_serve,Serve,Flat,56.895241,39,6,1,short,ad,near,-1.871559,8.89772,deep,ad,far,1.368791,24.950741,2.616756,down the T,In,false,19:06:29,1512.780029
Opponent,2,first_return,Forehand,Topspin,55.470707,39,6,1,deep,ad,far,2.131566,20.522625,out,ad,near,-3.809188,-1.39484,0.98324,inside out,In,false,19:06:31,1514.280029
Pash S,3,serve_plus_one,Backhand,Topspin,29.825533,39,6,1,deep,ad,near,-0.075885,5.464611,deep,ad,far,2.632517,24.146988,1.241369,cross court,In,false,19:06:32,1515.699951
Opponent,4,return_plus_one,Forehand,Topspin,52.125622,39,6,1,deep,deuce,far,-2.452318,19.182356,deep,deuce,near,0.041657,2.369357,1.662658,cross court,In,false,19:06:35,1518.77002
Pash S,5,in_play,Forehand,Flat,39.924809,39,6,1,out,ad_alley,near,-4.349212,-0.502434,out,deuce,far,-2.523941,25.173037,0.935166,down the line,Out,false,19:06:36,1519.880005
Opponent,0,none,Feed,Flat,13.084916,40,6,1,short,deuce,near,2.165468,5.709128,short,deuce,near,0.471489,11.623924,0.794021,---,Net,false,19:06:43,1526.689941
Pash S,1,first_serve,Serve,Flat,67.23127,40,6,1,short,ad,far,1.523527,18.267832,deep,deuce,far,-1.389631,24.416739,2.628884,out wide,Net,false,19:07:00,1543.969971
Pash S,1,first_serve,Serve,Flat,55.367916,40,6,1,short,deuce,near,1.767058,5.493258,deep,deuce,far,-1.204903,24.055799,2.53618,down the T,In,false,19:07:06,1549.900024
Opponent,2,first_return,Forehand,Slice,35.002754,40,6,1,deep,ad,far,3.808527,22.918476,deep,deuce,near,3.201189,0.150389,1.432286,down the line,In,false,19:07:07,1551.099976
Pash S,3,serve_plus_one,Backhand,Flat,40.437187,40,6,1,deep,deuce,near,0.000808,3.09265,deep,ad,far,3.949127,24.387117,1.245175,down the line,In,false,19:07:10,1553.72998
Opponent,4,return_plus_one,Forehand,Flat,41.353924,40,6,1,deep,ad,far,0.431592,22.382111,out,ad,near,-0.655056,-1.691216,1.306109,inside out,In,false,19:07:12,1555.469971
Pash S,5,in_play,Forehand,Topspin,51.505852,40,6,1,deep,deuce,near,0.073303,4.821929,out,ad,far,1.296768,25.907484,1.412066,inside in,In,false,19:07:14,1557.699951
Opponent,6,in_play,Forehand,Topspin,66.147499,40,6,1,out,ad_alley,far,5.422022,35.366478,out,ad,near,-0.516904,-1.129341,1.106224,inside in,Out,false,19:07:15,1559.23999
Pash S,1,first_serve,Serve,Flat,74.996933,41,6,1,short,deuce,far,-1.089025,16.258829,deep,ad,far,1.126076,23.747969,2.657641,out wide,Net,false,19:07:35,1578.780029
